07.10.2011;00:15;1235457
07.10.2011;00:30;1157552
07.10.2011;00:45;1149859
07.10.2011;01:00;1153430
07.10.2011;01:15;1154719
07.10.2011;01:30;1105349
07.10.2011;01:45;1113434
07.10.2011;02:00;1126973
07.10.2011;02:15;1122474
07.10.2011;02:30;1091485
07.10.2011;02:45;1150859
07.10.2011;03:00;1161197
07.10.2011;03:15;1161074
07.10.2011;03:30;1076468
07.10.2011;03:45;1140824
07.10.2011;04:00;1144457
07.10.2011;04:15;1185318
07.10.2011;04:30;1182822
07.10.2011;04:45;1197814
07.10.2011;05:00;1247133
07.10.2011;05:15;1248144
07.10.2011;05:30;1283314
07.10.2011;05:45;1316401
07.10.2011;06:00;1363050
07.10.2011;06:15;1420923
07.10.2011;06:30;1505063
07.10.2011;06:45;1555078
07.10.2011;07:00;1608423
07.10.2011;07:15;1611432
07.10.2011;07:30;1616931
07.10.2011;07:45;1624968
07.10.2011;08:00;1633387
07.10.2011;08:15;1617604
07.10.2011;08:30;1618109
07.10.2011;08:45;1641077
07.10.2011;09:00;1601603
07.10.2011;09:15;1578742
07.10.2011;09:30;1552452
07.10.2011;09:45;1558439
07.10.2011;10:00;1581107
07.10.2011;10:15;1580803
07.10.2011;10:30;1631101
07.10.2011;10:45;1614311
07.10.2011;11:00;1644763
07.10.2011;11:15;1688189
07.10.2011;11:30;1626032
07.10.2011;11:45;1651234
07.10.2011;12:00;1635958
07.10.2011;12:15;1569759
07.10.2011;12:30;1553961
07.10.2011;12:45;1516364
07.10.2011;13:00;1528474
07.10.2011;13:15;1593530
07.10.2011;13:30;1562631
07.10.2011;13:45;1564680
07.10.2011;14:00;1477680
07.10.2011;14:15;1494728
07.10.2011;14:30;1422073
07.10.2011;14:45;1451396
07.10.2011;15:00;1460574
07.10.2011;15:15;1483769
07.10.2011;15:30;1482195
07.10.2011;15:45;1430566
07.10.2011;16:00;1434540
07.10.2011;16:15;1439993
07.10.2011;16:30;1520499
07.10.2011;16:45;1504547
07.10.2011;17:00;1508862
07.10.2011;17:15;1514851
07.10.2011;17:30;1566771
07.10.2011;17:45;1558859
07.10.2011;18:00;1569955
07.10.2011;18:15;1535742
07.10.2011;18:30;1601070
07.10.2011;18:45;1589021
07.10.2011;19:00;1573781
07.10.2011;19:15;1609841
07.10.2011;19:30;1559831
07.10.2011;19:45;1557004
07.10.2011;20:00;1518420
07.10.2011;20:15;1464781
07.10.2011;20:30;1453393
07.10.2011;20:45;1454460
07.10.2011;21:00;1420100
07.10.2011;21:15;1384862
07.10.2011;21:30;1398160
07.10.2011;21:45;1352597
07.10.2011;22:00;1310146
07.10.2011;22:15;1315638
07.10.2011;22:30;1334736
07.10.2011;22:45;1292601
07.10.2011;23:00;1273731
07.10.2011;23:15;1206318
07.10.2011;23:30;1224493
07.10.2011;23:45;1213438
08.10.2011;00:00;1156105
08.10.2011;00:15;1120063
08.10.2011;00:30;1112269
08.10.2011;00:45;1107365
08.10.2011;01:00;1073414
08.10.2011;01:15;1078608
08.10.2011;01:30;1063550
08.10.2011;01:45;1063521
08.10.2011;02:00;1082671
08.10.2011;02:15;1085094
08.10.2011;02:30;1055488
08.10.2011;02:45;1047587
08.10.2011;03:00;1080124
08.10.2011;03:15;1083505
08.10.2011;03:30;1093051
08.10.2011;03:45;1033193
08.10.2011;04:00;1061635
08.10.2011;04:15;1092341
08.10.2011;04:30;1110197
08.10.2011;04:45;1069143
08.10.2011;05:00;1060792
08.10.2011;05:15;1102717
08.10.2011;05:30;1114919
08.10.2011;05:45;1106971
08.10.2011;06:00;1084040
08.10.2011;06:15;1087935
08.10.2011;06:30;1174511
08.10.2011;06:45;1209730
08.10.2011;07:00;1233123
08.10.2011;07:15;1205832
08.10.2011;07:30;1244050
08.10.2011;07:45;1284579
08.10.2011;08:00;1313283
08.10.2011;08:15;1273873
08.10.2011;08:30;1292057
08.10.2011;08:45;1298500
08.10.2011;09:00;1320406
08.10.2011;09:15;1399780
08.10.2011;09:30;1431147
08.10.2011;09:45;1390532
08.10.2011;10:00;1395894
08.10.2011;10:15;1437542
08.10.2011;10:30;1443416
08.10.2011;10:45;1417433
08.10.2011;11:00;1368958
08.10.2011;11:15;1406196
08.10.2011;11:30;1370546
08.10.2011;11:45;1378630
08.10.2011;12:00;1466739
08.10.2011;12:15;1446021
08.10.2011;12:30;1426483
08.10.2011;12:45;1271626
08.10.2011;13:00;1265688
08.10.2011;13:15;1229575
08.10.2011;13:30;1218103
08.10.2011;13:45;1221663
08.10.2011;14:00;1273566
08.10.2011;14:15;1331415
08.10.2011;14:30;1327201
08.10.2011;14:45;1257426
08.10.2011;15:00;1314440
08.10.2011;15:15;1255822
08.10.2011;15:30;1245601
08.10.2011;15:45;1193002
08.10.2011;16:00;1271485
08.10.2011;16:15;1287469
08.10.2011;16:30;1284914
08.10.2011;16:45;1214494
08.10.2011;17:00;1231836
08.10.2011;17:15;1267295
08.10.2011;17:30;1314030
08.10.2011;17:45;1301569
08.10.2011;18:00;1312666
08.10.2011;18:15;1339585
08.10.2011;18:30;1341349
08.10.2011;18:45;1398138
08.10.2011;19:00;1362566
08.10.2011;19:15;1371521
08.10.2011;19:30;1361948
08.10.2011;19:45;1293832
08.10.2011;20:00;1310171
08.10.2011;20:15;1332475
08.10.2011;20:30;1294420
08.10.2011;20:45;1223822
08.10.2011;21:00;1224653
08.10.2011;21:15;1223161
08.10.2011;21:30;1196691
08.10.2011;21:45;1114367
08.10.2011;22:00;1180232
08.10.2011;22:15;1149229
08.10.2011;22:30;1177003
08.10.2011;22:45;1118387
08.10.2011;23:00;1119052
08.10.2011;23:15;1099345
08.10.2011;23:30;1073942
08.10.2011;23:45;1040911
09.10.2011;00:00;1010511
09.10.2011;00:15;1011392
09.10.2011;00:30;978693
09.10.2011;00:45;984221
09.10.2011;01:00;941908
09.10.2011;01:15;965614
09.10.2011;01:30;958145
09.10.2011;01:45;958648
09.10.2011;02:00;927131
09.10.2011;02:15;942587
09.10.2011;02:30;933838
09.10.2011;02:45;923395
09.10.2011;03:00;940066
09.10.2011;03:15;948745
09.10.2011;03:30;956966
09.10.2011;03:45;912699
